Reaction,Annotation
rxn00290,
rxn38136, Amino acid metabolism
rxn32242, Amino acid metabolism
rxn04786, Amino acid metabolism
rxn02517, Nucleotide metabolism
rxn35436, Nucleotide metabolism
rxn01444, Nucleotide metabolism
rxn06145, Lipid metabolism
rxn00856, Amino acid metabolism
rxn16409, Xenobiotics biodegradation and metabolites
rxn31362, Carbohydrate metabolism
rxn25216, Carbohydrate metabolism
rxn08086,
rxn19980, Carbohydrate metabolism
rxn27789, Carbohydrate metabolism
rxn21401,
rxn35957,
rxn11809, Xenobiotics biodegradation and metabolites
rxn03871, Xenobiotics biodegradation and metabolites
rxn20663, Amino acid metabolism
rxn00302, Metabolism of cofactors and vitamins
rxn16823, Metabolism of cofactors and vitamins
rxn07152, Biosynthesis of other secondary metabolites
rxn09616, Xenobiotics biodegradation and metabolites
rxn08856,
rxn10212, Energy metabolism
rxn06926, Xenobiotics biodegradation and metabolites
rxn03607, Xenobiotics biodegradation and metabolites
rxn05508,
rxn01634, Carbohydrate metabolism
rxn00707, Nucleotide metabolism
EXpd00133,
rxn06114,
rxn32991, Amino acid metabolism
rxn05663,
rxn13939,
rxn16246, Xenobiotics biodegradation and metabolites
rxn03575, Xenobiotics biodegradation and metabolites
rxn07374, Metabolism of terpenoids and polyketides
rxn37873, Lipid metabolism
rxn00965, Metabolism of cofactors and vitamins
rxn01203, Amino acid metabolism
rxn21213, Carbohydrate metabolism
rxn09614, Xenobiotics biodegradation and metabolites
rxn01664, Biosynthesis of other secondary metabolites
rxn38257, Amino acid metabolism
rxn00634, Carbohydrate metabolism
rxn33820, Amino acid metabolism
rxn04788, Amino acid metabolism
rxn38286, Carbohydrate metabolism
rxn00855, Amino acid metabolism
rxn38055, Amino acid metabolism
EXpd00009,
rxn01943, Amino acid metabolism
rxn11014,
EXpd00986,
rxn32460, Amino acid metabolism
rxn15233, Carbohydrate metabolism
rxn15161, Carbohydrate metabolism
rxn15237, Carbohydrate metabolism
rxn20838, Metabolism of terpenoids and polyketides
rxn33365, Nucleotide metabolism
rxn31994, Biosynthesis of other secondary metabolites
rxn14311, Lipid metabolism
rxn03963, Amino acid metabolism
rxn03991,
rxn01967, Carbohydrate metabolism
rxn01395, Carbohydrate metabolism
rxn34777, Carbohydrate metabolism
rxn01066, Lipid metabolism
rxn20583, Carbohydrate metabolism
rxn15623, Metabolism of terpenoids and polyketides
rxn02798, Lipid metabolism
rxn32413, Carbohydrate metabolism
rxn28045,
rxn34779, Carbohydrate metabolism
rxn16676, Metabolism of terpenoids and polyketides
rxn16801, Carbohydrate metabolism
rxn16124, Metabolism of terpenoids and polyketides
rxn05085,
rxn24314, Metabolism of cofactors and vitamins
rxn19701, Energy metabolism
rxn31983,
rxn02171, Carbohydrate metabolism
rxn38370, Biosynthesis of other secondary metabolites
rxn16350,
rxn01679, Nucleotide metabolism
rxn05223, Nucleotide metabolism
rxn15306, Nucleotide metabolism
rxn16052, Metabolism of terpenoids and polyketides
rxn09165, Metabolism of cofactors and vitamins
rxn33205, Carbohydrate metabolism
rxn01281, Carbohydrate metabolism
rxn05291, Lipid metabolism
rxn10505, Metabolism of cofactors and vitamins
rxn35440, Xenobiotics biodegradation and metabolites
rxn02011, Amino acid metabolism
rxn02930,
rxn06887, Metabolism of cofactors and vitamins
rxn15824, Metabolism of terpenoids and polyketides
rxn01926,
rxn33432, Amino acid metabolism
rxn02728, Amino acid metabolism
rxn12649, Metabolism of cofactors and vitamins
rxn02593, Xenobiotics biodegradation and metabolites
rxn16095, Xenobiotics biodegradation and metabolites
rxn20769, Biosynthesis of other secondary metabolites
rxn35234, Carbohydrate metabolism
rxn00953,
rxn38344, Metabolism of other amino acids
rxn38539, Lipid metabolism
rxn20041,
rxn01800, Nucleotide metabolism
rxn01253, Metabolism of cofactors and vitamins
rxn30096, Lipid metabolism
rxn04351, Metabolism of terpenoids and polyketides
rxn16254, Xenobiotics biodegradation and metabolites
rxn01598, Xenobiotics biodegradation and metabolites
rxn20036, Xenobiotics biodegradation and metabolites
rxn35449, Metabolism of terpenoids and polyketides
rxn00367, Nucleotide metabolism
rxn16623,
rxn02795, Lipid metabolism
rxn33412, Lipid metabolism
rxn02985, Metabolism of cofactors and vitamins
rxn33486,
rxn31439, Lipid metabolism
rxn15188, Carbohydrate metabolism
EXpd00311,
rxn40505,
rxn01802, Lipid metabolism
rxn15833,
EXpd00222,
rxn34708,
rxn17202, Lipid metabolism
rxn13834,
rxn05012, Amino acid metabolism
rxn02143, Xenobiotics biodegradation and metabolites
rxn31401, Amino acid metabolism
rxn02296, Metabolism of cofactors and vitamins
rxn06979, Metabolism of cofactors and vitamins
rxn38276,
rxn14263, Metabolism of cofactors and vitamins
rxn04514, Metabolism of terpenoids and polyketides
rxn04513, Metabolism of terpenoids and polyketides
rxn09657, Xenobiotics biodegradation and metabolites
rxn00715, Nucleotide metabolism
rxn05645,
rxn03316, Lipid metabolism
rxn03517, Carbohydrate metabolism
rxn46500,
rxn15343, Metabolism of other amino acids
rxn34626, Carbohydrate metabolism
rxn01825, Amino acid metabolism
rxn04023, Xenobiotics biodegradation and metabolites
rxn01222, Nucleotide metabolism
rxn02943, Carbohydrate metabolism
rxn07585, Metabolism of cofactors and vitamins
rxn33469,
rxn28381, Amino acid metabolism
rxn33078, Amino acid metabolism
rxn30683, Amino acid metabolism
rxn32636, Xenobiotics biodegradation and metabolites
rxn28025, Carbohydrate metabolism
rxn15950, Amino acid metabolism
rxn38430, Amino acid metabolism
rxn24149, Metabolism of cofactors and vitamins
rxn07908, Xenobiotics biodegradation and metabolites
rxn23817, Metabolism of other amino acids
rxn35488,
rxn04345, Metabolism of terpenoids and polyketides
rxn01573, Amino acid metabolism
rxn16138, Xenobiotics biodegradation and metabolites
rxn04352, Metabolism of terpenoids and polyketides
rxn07463, Metabolism of terpenoids and polyketides
rxn02617, Carbohydrate metabolism
rxn38868, Amino acid metabolism
rxn03150, Metabolism of cofactors and vitamins
rxn07391,
rxn09638, Xenobiotics biodegradation and metabolites
rxn08947, Metabolism of cofactors and vitamins
rxn15373, Carbohydrate metabolism
rxn07366, Metabolism of terpenoids and polyketides
rxn32148, Nucleotide metabolism
rxn01778,
rxn02744, Amino acid metabolism
rxn06831, Metabolism of cofactors and vitamins
rxn47859,
rxn32292,
rxn05229, Nucleotide metabolism
rxn16237, Energy metabolism
rxn16385, Metabolism of cofactors and vitamins
rxn07752, Biosynthesis of other secondary metabolites
rxn00719, Nucleotide metabolism
rxn35453, Biosynthesis of other secondary metabolites
rxn34191, Carbohydrate metabolism
rxn03064, Carbohydrate metabolism
EXpd00246,
rxn16249, Xenobiotics biodegradation and metabolites
rxn06848, Glycan biosynthesis and metabolism
rxn33524, Amino acid metabolism
rxn02655, Biosynthesis of other secondary metabolites
rxn20503,
rxn25745, Lipid metabolism
rxn09111, Metabolism of cofactors and vitamins
rxn47813,
EXpd00161,
rxn09145, Metabolism of cofactors and vitamins
rxn34576, Lipid metabolism
rxn06022, Metabolism of cofactors and vitamins
rxn06041, Lipid metabolism
rxn00100, Metabolism of cofactors and vitamins
rxn02881, Metabolism of cofactors and vitamins
rxn33359,
rxn00801, Amino acid metabolism
EXpd00048,
rxn04326, Metabolism of terpenoids and polyketides
rxn16150, Carbohydrate metabolism
rxn06092, Lipid metabolism
rxn09104, Metabolism of cofactors and vitamins
rxn04702, Xenobiotics biodegradation and metabolites
rxn06678, Carbohydrate metabolism
rxn02318, Carbohydrate metabolism
rxn05127, Amino acid metabolism
rxn32739, Carbohydrate metabolism
rxn04872, Xenobiotics biodegradation and metabolites
rxn07462, Metabolism of terpenoids and polyketides
rxn30396, Metabolism of cofactors and vitamins
rxn03650, Xenobiotics biodegradation and metabolites
rxn15988, Amino acid metabolism
rxn13699,
rxn16183, Metabolism of terpenoids and polyketides
rxn15962, Energy metabolism
rxn07594, Xenobiotics biodegradation and metabolites
rxn04895, Xenobiotics biodegradation and metabolites
rxn30078,
rxn03439, Glycan biosynthesis and metabolism
EXpd00032,
rxn15849, Biosynthesis of other secondary metabolites
rxn09468, Metabolism of other amino acids
rxn09432, Lipid metabolism
rxn01438, Amino acid metabolism
rxn01686, Carbohydrate metabolism
EXpd00182,
rxn04448, Metabolism of terpenoids and polyketides
rxn34491,
rxn06033, Lipid metabolism
rxn15617, Metabolism of terpenoids and polyketides
rxn15746, Carbohydrate metabolism
rxn27788, Amino acid metabolism
rxn00617,
rxn11650, Metabolism of cofactors and vitamins
rxn37872, Carbohydrate metabolism
rxn38174, Biosynthesis of other secondary metabolites
rxn30335, Amino acid metabolism
rxn03954,
rxn30504, Metabolism of terpenoids and polyketides
rxn06299, Energy metabolism
rxn31960, Metabolism of cofactors and vitamins
rxn03586, Xenobiotics biodegradation and metabolites
rxn28377, Metabolism of terpenoids and polyketides
rxn16887,
rxn35544, Amino acid metabolism
rxn10667, Amino acid metabolism
rxn10585,
rxn28116, Carbohydrate metabolism
rxn30188, Nucleotide metabolism
rxn04347, Metabolism of terpenoids and polyketides
rxn32907, Carbohydrate metabolism
rxn03933, Glycan biosynthesis and metabolism
rxn30364, Carbohydrate metabolism
EXpd00107,
rxn02433, Carbohydrate metabolism
rxn16844, Energy metabolism
rxn00193,
rxn07608, Xenobiotics biodegradation and metabolites
rxn38691,
rxn03922, Xenobiotics biodegradation and metabolites
rxn19213, Nucleotide metabolism
rxn02140, Xenobiotics biodegradation and metabolites
rxn03746, Xenobiotics biodegradation and metabolites
rxn07141, Metabolism of terpenoids and polyketides
rxn03728, Xenobiotics biodegradation and metabolites
rxn03681, Xenobiotics biodegradation and metabolites
rxn34786, Carbohydrate metabolism
rxn24829, Metabolism of cofactors and vitamins
rxn35519, Carbohydrate metabolism
rxn04295, Metabolism of terpenoids and polyketides
rxn13143, Metabolism of cofactors and vitamins
rxn04510, Metabolism of terpenoids and polyketides
rxn23730,
rxn17089, Amino acid metabolism
rxn14227, Xenobiotics biodegradation and metabolites
rxn03263, Metabolism of other amino acids
rxn35538,
rxn08040,
rxn36503, Lipid metabolism
rxn20003,
rxn08220,
rxn16597,
rxn05222, Nucleotide metabolism
rxn48388,
rxn38117, Carbohydrate metabolism
rxn07465, Amino acid metabolism
rxn01945, Amino acid metabolism
rxn00497, Amino acid metabolism
rxn31954, Carbohydrate metabolism
EXpd00205,
rxn06429,
rxn33703, Biosynthesis of other secondary metabolites
rxn15991,
rxn37953,
rxn16184, Metabolism of terpenoids and polyketides
rxn28310, Metabolism of cofactors and vitamins
rxn12748, Metabolism of cofactors and vitamins
rxn00340, Amino acid metabolism
rxn11346,
rxn15999, Xenobiotics biodegradation and metabolites
rxn16179, Metabolism of terpenoids and polyketides
rxn31327, Lipid metabolism
rxn02360, Amino acid metabolism
rxn25701,
rxn02946, Amino acid metabolism
rxn06090, Lipid metabolism
rxn04752, Xenobiotics biodegradation and metabolites
rxn03596, Xenobiotics biodegradation and metabolites
rxn09944, Xenobiotics biodegradation and metabolites
rxn15751, Energy metabolism
rxn16233, Energy metabolism
rxn15948, Amino acid metabolism
rxn11959, Xenobiotics biodegradation and metabolites
rxn11750, Xenobiotics biodegradation and metabolites
rxn17767, Nucleotide metabolism
EXpd00054,
rxn15882,
rxn02402, Metabolism of cofactors and vitamins
rxn10204, Energy metabolism
rxn04328, Metabolism of terpenoids and polyketides
rxn32754, Metabolism of cofactors and vitamins
rxn41088,
rxn33715,
rxn16842,
rxn26509, Metabolism of terpenoids and polyketides
rxn11684,
rxn30531,
rxn04477, Metabolism of terpenoids and polyketides
rxn27266,
rxn07899, Xenobiotics biodegradation and metabolites
rxn04464, Nucleotide metabolism
rxn16170, Metabolism of terpenoids and polyketides
rxn16783,
rxn01602, Metabolism of cofactors and vitamins
rxn16694, Metabolism of terpenoids and polyketides
rxn14274, Lipid metabolism
rxn16543, Carbohydrate metabolism
rxn10604, Metabolism of cofactors and vitamins
rxn07900, Xenobiotics biodegradation and metabolites
rxn14184,
rxn27984,
EXpd00305,
rxn07265, Lipid metabolism
rxn35551, Amino acid metabolism
rxn27916, Biosynthesis of other secondary metabolites
rxn32246, Amino acid metabolism
rxn11835, Xenobiotics biodegradation and metabolites
rxn33266, Carbohydrate metabolism
rxn04666, Xenobiotics biodegradation and metabolites
rxn22782,
rxn04140,
rxn00449, Carbohydrate metabolism
rxn35413, Metabolism of cofactors and vitamins
rxn15667,
rxn37889, Lipid metabolism
rxn03037, Amino acid metabolism
rxn38706, Energy metabolism
rxn02089, Carbohydrate metabolism
rxn03569,
rxn11743, Amino acid metabolism
EXpd01363,
rxn32257, Nucleotide metabolism
rxn02095, Carbohydrate metabolism
rxn14049, Lipid metabolism
rxn03254, Lipid metabolism
rxn01358, Nucleotide metabolism
rxn01930, Amino acid metabolism
rxn13752,
rxn14121,
rxn12800, Carbohydrate metabolism
rxn15062, Carbohydrate metabolism
rxn38482, Lipid metabolism
rxn04590, Biosynthesis of other secondary metabolites
rxn02397, Amino acid metabolism
rxn32492, Carbohydrate metabolism
rxn03897, Xenobiotics biodegradation and metabolites
EXpd00060,
rxn01129, Nucleotide metabolism
rxn34254,
rxn15743, Carbohydrate metabolism
rxn08536,
rxn32658,
rxn16090, Xenobiotics biodegradation and metabolites
rxn00780, Carbohydrate metabolism
rxn16695, Metabolism of terpenoids and polyketides
rxn15661, Carbohydrate metabolism
rxn27983, Carbohydrate metabolism
rxn44063,
rxn03667, Xenobiotics biodegradation and metabolites
rxn35376, Metabolism of cofactors and vitamins
rxn32324, Carbohydrate metabolism
rxn03906, Xenobiotics biodegradation and metabolites
rxn21211, Amino acid metabolism
rxn00892, Carbohydrate metabolism
rxn32758, Lipid metabolism
rxn03540, Metabolism of cofactors and vitamins
rxn02125, Xenobiotics biodegradation and metabolites
rxn33387,
rxn00577, Carbohydrate metabolism
rxn02823, Amino acid metabolism
rxn11202,
rxn03039, Nucleotide metabolism
rxn00935, Carbohydrate metabolism
rxn32796, Amino acid metabolism
rxn00513, Nucleotide metabolism
rxn14091, Amino acid metabolism
rxn10158,
rxn02228, Amino acid metabolism
rxn34077,
rxn15088, Carbohydrate metabolism
rxn11758, Xenobiotics biodegradation and metabolites
rxn04385, Metabolism of cofactors and vitamins
rxn31923, Carbohydrate metabolism
rxn02949, Amino acid metabolism
rxn15298, Carbohydrate metabolism
rxn33526,
rxn01512, Nucleotide metabolism
rxn05226, Nucleotide metabolism
rxn32720, Carbohydrate metabolism
rxn17066, Biosynthesis of other secondary metabolites
rxn37219, Metabolism of cofactors and vitamins
rxn11767, Xenobiotics biodegradation and metabolites
rxn01724, Metabolism of cofactors and vitamins
rxn38679, Metabolism of terpenoids and polyketides
rxn00315,
rxn15129, Carbohydrate metabolism
rxn33193, Nucleotide metabolism
rxn15098, Carbohydrate metabolism
rxn25717, Lipid metabolism
rxn19018, Carbohydrate metabolism
rxn01315, Amino acid metabolism
rxn33067, Nucleotide metabolism
rxn30634, Amino acid metabolism
rxn03374,
rxn04476, Metabolism of terpenoids and polyketides
rxn16127, Metabolism of terpenoids and polyketides
rxn03714, Xenobiotics biodegradation and metabolites
rxn33340, Nucleotide metabolism
rxn06453,
rxn16682, Carbohydrate metabolism
rxn33891,
rxn03901, Glycan biosynthesis and metabolism
rxn03003, Amino acid metabolism
rxn07472, Xenobiotics biodegradation and metabolites
rxn05644,
rxn00540, Amino acid metabolism
rxn15222, Carbohydrate metabolism
rxn31228,
rxn01518, Nucleotide metabolism
rxn32462, Energy metabolism
rxn03513, Metabolism of cofactors and vitamins
rxn16789, Lipid metabolism
rxn38134, Nucleotide metabolism
rxn35524, Metabolism of cofactors and vitamins
rxn23798, Metabolism of cofactors and vitamins
rxn00877,
rxn13659,
rxn05119, Metabolism of cofactors and vitamins
rxn33492, Carbohydrate metabolism
rxn04234, Metabolism of terpenoids and polyketides
rxn11006,
rxn00388, Energy metabolism
rxn01251, Metabolism of cofactors and vitamins
rxn31354, Metabolism of terpenoids and polyketides
rxn04037, Carbohydrate metabolism
rxn11808, Xenobiotics biodegradation and metabolites
rxn32838, Metabolism of cofactors and vitamins
rxn33383, Nucleotide metabolism
rxn32044,
rxn04601, Amino acid metabolism
rxn09122, Nucleotide metabolism
rxn43863,
rxn07155, Biosynthesis of other secondary metabolites
rxn14321, Biosynthesis of other secondary metabolites
rxn07345, Metabolism of cofactors and vitamins
rxn08222,
rxn03938,
rxn30590, Amino acid metabolism
rxn12749, Metabolism of cofactors and vitamins
rxn16251, Xenobiotics biodegradation and metabolites
rxn27534, Amino acid metabolism
rxn07807, Xenobiotics biodegradation and metabolites
rxn38372,
rxn16713,
rxn08166, Metabolism of cofactors and vitamins
rxn40643,
rxn34517,
rxn03007, Lipid metabolism
rxn34011,
rxn11657, Xenobiotics biodegradation and metabolites
rxn32155,
rxn15351, Carbohydrate metabolism
rxn02532,
rxn06798, Lipid metabolism
rxn03534, Metabolism of cofactors and vitamins
rxn32502, Xenobiotics biodegradation and metabolites
rxn05244,
rxn27708, Amino acid metabolism
rxn17440, Xenobiotics biodegradation and metabolites
rxn06472, Metabolism of other amino acids
rxn35371,
rxn33740, Metabolism of other amino acids
rxn37377,
rxn32327, Lipid metabolism
EXpd00039,
rxn27362, Amino acid metabolism
rxn07898, Xenobiotics biodegradation and metabolites
rxn01277, Carbohydrate metabolism
rxn15686, Metabolism of terpenoids and polyketides
rxn15018, Nucleotide metabolism
rxn40387, Metabolism of other amino acids
rxn36659, Lipid metabolism
rxn28109, Xenobiotics biodegradation and metabolites
rxn10643, Amino acid metabolism
rxn21639, Glycan biosynthesis and metabolism
rxn00233,
rxn02889, Amino acid metabolism
rxn31867, Glycan biosynthesis and metabolism
rxn06138, Lipid metabolism
rxn02145, Metabolism of cofactors and vitamins
rxn00803, Carbohydrate metabolism
rxn17399, Metabolism of cofactors and vitamins
rxn31766, Nucleotide metabolism
rxn33563, Carbohydrate metabolism
rxn35418, Metabolism of cofactors and vitamins
rxn26352, Metabolism of cofactors and vitamins
rxn00558,
rxn39510, Glycan biosynthesis and metabolism
rxn02770, Carbohydrate metabolism
rxn12113,
rxn00423, Amino acid metabolism
rxn01494, Amino acid metabolism
rxn15544,
rxn14382, Biosynthesis of other secondary metabolites
rxn28181, Amino acid metabolism
rxn38910, Amino acid metabolism
rxn03317, Lipid metabolism
rxn33380,
rxn37586,
rxn27536, Energy metabolism
rxn00669, Carbohydrate metabolism
rxn02090, Amino acid metabolism
rxn19341, Metabolism of cofactors and vitamins
rxn35425, Xenobiotics biodegradation and metabolites
rxn19338, Nucleotide metabolism
rxn04661, Amino acid metabolism
rxn09836, Xenobiotics biodegradation and metabolites
rxn04051,
rxn33463,
rxn14246,
rxn30618, Metabolism of other amino acids
rxn31894, Amino acid metabolism
rxn29369, Carbohydrate metabolism
rxn11715, Lipid metabolism
rxn00202, Amino acid metabolism
rxn05169, Nucleotide metabolism
rxn01775, Carbohydrate metabolism
rxn06671, Lipid metabolism
rxn02297, Metabolism of cofactors and vitamins
rxn01742, Amino acid metabolism
rxn44825,
rxn06971, Lipid metabolism
rxn15061, Carbohydrate metabolism
rxn15604, Lipid metabolism
rxn33994, Carbohydrate metabolism
rxn07623, Xenobiotics biodegradation and metabolites
rxn31942, Nucleotide metabolism
rxn13994,
rxn35430, Amino acid metabolism
rxn01294, Xenobiotics biodegradation and metabolites
EXpd00105,
rxn01699, Metabolism of cofactors and vitamins
rxn02861, Xenobiotics biodegradation and metabolites
rxn02258, Carbohydrate metabolism
rxn04874, Xenobiotics biodegradation and metabolites
rxn11962, Amino acid metabolism
rxn33352, Energy metabolism
rxn08202,
rxn30503, Metabolism of terpenoids and polyketides
rxn04832, Xenobiotics biodegradation and metabolites
rxn04195, Metabolism of terpenoids and polyketides
rxn08612, Nucleotide metabolism
rxn13914, Biosynthesis of other secondary metabolites
rxn16678, Amino acid metabolism
rxn33382,
rxn00702, Carbohydrate metabolism
rxn16802, Xenobiotics biodegradation and metabolites
rxn00462, Metabolism of other amino acids
rxn33091, Carbohydrate metabolism
rxn34879,
rxn02284, Carbohydrate metabolism
rxn00131, Nucleotide metabolism
COG3601,
rxn08775,
rxn34232,
rxn38907, Amino acid metabolism
rxn13097, Nucleotide metabolism
rxn34483,
rxn36393, Lipid metabolism
rxn02425,
rxn32633, Nucleotide metabolism
rxn08764, Lipid metabolism
rxn31441,
rxn02285, Carbohydrate metabolism
rxn02161, Carbohydrate metabolism
rxn09467, Metabolism of other amino acids
rxn12575, Metabolism of cofactors and vitamins
rxn08549,
rxn19157,
EXpd00117,
rxn31783, Amino acid metabolism
rxn33132, Amino acid metabolism
rxn00598, Amino acid metabolism
rxn22384, Amino acid metabolism
rxn15930, Metabolism of cofactors and vitamins
rxn11258, Nucleotide metabolism
rxn29004,
rxn30397, Amino acid metabolism
EXpd00260,
rxn33862, Metabolism of terpenoids and polyketides
rxn02276, Amino acid metabolism
rxn13941, Glycan biosynthesis and metabolism
rxn02904,
rxn31363, Amino acid metabolism
rxn16622, Carbohydrate metabolism
rxn05554,
rxn12369, Metabolism of cofactors and vitamins
rxn07468, Metabolism of terpenoids and polyketides
rxn27522, Carbohydrate metabolism
rxn15402, Lipid metabolism
rxn16593,
rxn01088, Lipid metabolism
rxn04571, Biosynthesis of other secondary metabolites
rxn34732, Lipid metabolism
rxn04748, Xenobiotics biodegradation and metabolites
rxn01403, Metabolism of other amino acids
rxn06086, Lipid metabolism
rxn02496,
rxn06375, Lipid metabolism
rxn33032, Amino acid metabolism
rxn32058,
rxn15823, Metabolism of terpenoids and polyketides
rxn16582,
rxn08924, Metabolism of cofactors and vitamins
rxn00542, Carbohydrate metabolism
rxn11794, Xenobiotics biodegradation and metabolites
rxn07630, Xenobiotics biodegradation and metabolites
rxn01195, Xenobiotics biodegradation and metabolites
rxn35310, Biosynthesis of other secondary metabolites
rxn32810, Metabolism of cofactors and vitamins
rxn00624, Amino acid metabolism
rxn03501,
rxn19898, Amino acid metabolism
rxn10447, Energy metabolism
rxn03573, Xenobiotics biodegradation and metabolites
rxn04290, Metabolism of terpenoids and polyketides
rxn14292, Metabolism of terpenoids and polyketides
rxn14316, Amino acid metabolism
rxn01577,
rxn38054, Amino acid metabolism
rxn00701, Carbohydrate metabolism
rxn00629, Carbohydrate metabolism
rxn32220, Xenobiotics biodegradation and metabolites
rxn16566,
rxn33637,
rxn32132, Amino acid metabolism
rxn01015, Carbohydrate metabolism
rxn07323, Lipid metabolism
rxn33507,
rxn04602, Amino acid metabolism
rxn09187, Nucleotide metabolism
rxn07479, Xenobiotics biodegradation and metabolites
rxn04301, Metabolism of terpenoids and polyketides
rxn09777, Xenobiotics biodegradation and metabolites
rxn23401, Biosynthesis of other secondary metabolites
rxn34357,
rxn32347, Amino acid metabolism
rxn33272, Energy metabolism
rxn06079, Lipid metabolism
rxn11565, Metabolism of cofactors and vitamins
rxn29048, Carbohydrate metabolism
rxn33391, Metabolism of cofactors and vitamins
rxn06088, Lipid metabolism
rxn02377, Carbohydrate metabolism
rxn35343, Lipid metabolism
rxn01827, Metabolism of cofactors and vitamins
rxn34789, Carbohydrate metabolism
rxn21216,
rxn16495,
rxn31217, Carbohydrate metabolism
rxn15495, Lipid metabolism
rxn03599, Xenobiotics biodegradation and metabolites
rxn04324, Metabolism of terpenoids and polyketides
rxn30602,
rxn15164, Metabolism of cofactors and vitamins
rxn03869, Xenobiotics biodegradation and metabolites
rxn08302,
rxn43642,
rxn12080,
rxn16806, Metabolism of cofactors and vitamins
rxn32966,
rxn02141, Xenobiotics biodegradation and metabolites
rxn24356, Carbohydrate metabolism
rxn16236, Energy metabolism
rxn34235, Metabolism of other amino acids
rxn03763, Biosynthesis of other secondary metabolites
rxn34220,
rxn32133, Metabolism of cofactors and vitamins
rxn32851, Nucleotide metabolism
rxn16544,
rxn11761, Xenobiotics biodegradation and metabolites
rxn04588, Biosynthesis of other secondary metabolites
rxn33143, Metabolism of cofactors and vitamins
rxn29210, Metabolism of terpenoids and polyketides
rxn01500, Metabolism of terpenoids and polyketides
rxn01261, Metabolism of cofactors and vitamins
rxn03378,
rxn03604, Xenobiotics biodegradation and metabolites
rxn27959, Xenobiotics biodegradation and metabolites
rxn25989, Metabolism of cofactors and vitamins
rxn10060, Energy metabolism
rxn41021,
rxn15060, Energy metabolism
EXpd00079,
rxn33789, Amino acid metabolism
rxn03849, Xenobiotics biodegradation and metabolites
rxn15933, Metabolism of cofactors and vitamins
rxn10036, Energy metabolism
rxn33750, Metabolism of cofactors and vitamins
rxn27432, Metabolism of cofactors and vitamins
rxn00463, Nucleotide metabolism
rxn13979, Metabolism of other amino acids
rxn38902,
rxn01619, Carbohydrate metabolism
rxn04754, Xenobiotics biodegradation and metabolites
rxn00671,
rxn16646, Amino acid metabolism
rxn33806, Carbohydrate metabolism
rxn01579, Amino acid metabolism
rxn00160, Carbohydrate metabolism
rxn00745,
rxn07140, Metabolism of terpenoids and polyketides
rxn27943, Carbohydrate metabolism
rxn33702, Lipid metabolism
rxn16322, Metabolism of other amino acids
rxn00867, Amino acid metabolism
rxn02009, Glycan biosynthesis and metabolism
rxn28560, Nucleotide metabolism
rxn04526, Metabolism of terpenoids and polyketides
rxn16485,
rxn01506, Carbohydrate metabolism
rxn27419, Glycan biosynthesis and metabolism
rxn02438, Carbohydrate metabolism
rxn31098, Nucleotide metabolism
rxn04604, Amino acid metabolism
rxn01374, Amino acid metabolism
rxn00456, Amino acid metabolism
rxn16628, Energy metabolism
rxn03676, Xenobiotics biodegradation and metabolites
rxn03336, Amino acid metabolism
rxn20819,
rxn01143, Nucleotide metabolism
rxn02931,
rxn03511, Glycan biosynthesis and metabolism
rxn01667, Carbohydrate metabolism
rxn33580,
rxn07689, Lipid metabolism
rxn10504, Metabolism of cofactors and vitamins
rxn02429, Carbohydrate metabolism
rxn13851,
rxn06904, Xenobiotics biodegradation and metabolites
rxn00116, Nucleotide metabolism
rxn27692,
rxn14022, Metabolism of other amino acids
rxn02292, Metabolism of cofactors and vitamins
rxn15213, Carbohydrate metabolism
rxn12811, Carbohydrate metabolism
rxn03951, Metabolism of cofactors and vitamins
rxn16824, Metabolism of cofactors and vitamins
rxn12114,
rxn36479, Lipid metabolism
rxn16123, Metabolism of terpenoids and polyketides
rxn04350, Metabolism of terpenoids and polyketides
rxn19263, Lipid metabolism
rxn06817,
rxn00927, Nucleotide metabolism
rxn38867, Amino acid metabolism
rxn03173, Metabolism of cofactors and vitamins
rxn04549, Metabolism of terpenoids and polyketides
rxn32418, Metabolism of cofactors and vitamins
rxn01996, Amino acid metabolism
rxn01484, Carbohydrate metabolism
rxn23800, Lipid metabolism
rxn22783, Metabolism of terpenoids and polyketides
rxn38696,
rxn30104, Metabolism of cofactors and vitamins
rxn03129,
rxn02020, Nucleotide metabolism
rxn07255, Lipid metabolism
rxn16135, Xenobiotics biodegradation and metabolites
rxn33448, Amino acid metabolism
rxn09004, Metabolism of terpenoids and polyketides
rxn33610,
rxn03576, Xenobiotics biodegradation and metabolites
rxn05149, Nucleotide metabolism
rxn33164, Xenobiotics biodegradation and metabolites
rxn31408, Lipid metabolism
rxn10476, Biosynthesis of other secondary metabolites
rxn30143, Carbohydrate metabolism
rxn01361, Nucleotide metabolism
rxn16252, Xenobiotics biodegradation and metabolites
rxn08853, Nucleotide metabolism
rxn00924,
rxn03031, Amino acid metabolism
rxn08317,
rxn15087, Carbohydrate metabolism
rxn27892,
rxn15170, Lipid metabolism
rxn28979, Amino acid metabolism
dna_rxn,
rxn01615, Carbohydrate metabolism
rxn35447, Nucleotide metabolism
rxn07355, Metabolism of terpenoids and polyketides
rxn02938, Nucleotide metabolism
rxn16206, Metabolism of other amino acids
rxn22826,
rxn25713, Lipid metabolism
rxn01109, Carbohydrate metabolism
rxn20289, Nucleotide metabolism
rxn20655, Carbohydrate metabolism
rxn15953, Carbohydrate metabolism
