,Component 1,Component 2,Label,Classification
87,-478.96449098884557,2180.6550742985373,1596.253.sbml.csv,Vaginal Probiotic
88,733.262786163596,1600.220856751111,1596.253.sbml.csv,Vaginal Probiotic
89,185.467976407054,2088.9130768697373,1596.253.sbml.csv,Vaginal Probiotic
90,-673.0537127536763,2696.8284226573796,1596.253.sbml.csv,Vaginal Probiotic
91,-2718.1123734302614,1511.4988283785867,1596.253.sbml.csv,Vaginal Probiotic
92,-1057.4723167285072,2769.310637307652,1596.253.sbml.csv,Vaginal Probiotic
93,-1825.0916214195588,2611.8736323611265,1596.253.sbml.csv,Vaginal Probiotic
94,-1341.9852180681899,1799.2850424669539,1596.253.sbml.csv,Vaginal Probiotic
95,-219.31409547132827,2964.538297448387,1596.253.sbml.csv,Vaginal Probiotic
96,-1049.2630860710283,2441.17489119833,1596.253.sbml.csv,Vaginal Probiotic
97,568.6163730751396,2806.5038761544497,1596.253.sbml.csv,Vaginal Probiotic
98,-780.705054519879,2745.1386032039686,1596.253.sbml.csv,Vaginal Probiotic
99,47.332852051466546,2992.470543222149,1596.253.sbml.csv,Vaginal Probiotic
100,-231.07034845238505,2133.9335393238966,1596.253.sbml.csv,Vaginal Probiotic
101,-92.37732466246938,2874.2616572318343,1596.253.sbml.csv,Vaginal Probiotic
102,-544.1957072522945,3930.717177121818,1596.253.sbml.csv,Vaginal Probiotic
103,-1539.73210501924,2960.389492867682,1596.253.sbml.csv,Vaginal Probiotic
104,-1856.251069781485,1448.1019345943203,1596.253.sbml.csv,Vaginal Probiotic
105,-2652.3861097879408,2447.5999159959015,1596.253.sbml.csv,Vaginal Probiotic
106,-1365.081345771415,1859.279613276736,1596.253.sbml.csv,Vaginal Probiotic
107,-1496.11571577103,2236.93050723433,1596.253.sbml.csv,Vaginal Probiotic
108,-616.6674424277853,2687.1412279154724,1596.253.sbml.csv,Vaginal Probiotic
109,-2733.222950417619,1710.6937484049151,1596.253.sbml.csv,Vaginal Probiotic
110,-1579.5430108860214,1761.4959447824488,1596.253.sbml.csv,Vaginal Probiotic
111,787.8767637821347,2763.6136719576684,1596.253.sbml.csv,Vaginal Probiotic
112,-1851.4960839133348,2868.816787913208,1596.253.sbml.csv,Vaginal Probiotic
113,-1807.5844077809302,2815.0208700745643,1596.253.sbml.csv,Vaginal Probiotic
114,-1713.8071788804632,1070.4216452920675,1596.253.sbml.csv,Vaginal Probiotic
115,-1790.6041313864441,3651.775993156958,1596.253.sbml.csv,Vaginal Probiotic
116,240.3448119116943,2396.9201920025603,1596.253.sbml.csv,Vaginal Probiotic
117,656.7707974772854,1929.9098619391082,1596.253.sbml.csv,Vaginal Probiotic
118,-3102.015614311221,489.13920564201845,1596.253.sbml.csv,Vaginal Probiotic
119,-1382.9441449376623,2261.443547910279,1596.253.sbml.csv,Vaginal Probiotic
120,-196.2069046503477,3115.011423441475,1596.253.sbml.csv,Vaginal Probiotic
121,-967.6162145439102,3379.560034787904,1596.253.sbml.csv,Vaginal Probiotic
122,-1267.5439487116982,1433.9070237573458,1596.253.sbml.csv,Vaginal Probiotic
123,-2041.4477780066186,3877.116914928067,1596.253.sbml.csv,Vaginal Probiotic
124,270.3548311201762,2561.4113908141176,1596.253.sbml.csv,Vaginal Probiotic
125,-1485.7744783497533,2904.814319936569,1596.253.sbml.csv,Vaginal Probiotic
126,-2670.106525570577,3019.0747327939002,1596.253.sbml.csv,Vaginal Probiotic
127,-247.94445341929605,2134.5893733798325,1596.253.sbml.csv,Vaginal Probiotic
128,-1112.9824901160785,2439.611937472865,1596.253.sbml.csv,Vaginal Probiotic
129,-482.55362069928174,2673.8762545045433,1596.253.sbml.csv,Vaginal Probiotic
130,-653.2603637454201,2612.114600374904,1596.253.sbml.csv,Vaginal Probiotic
131,-798.8312591829854,2559.588959749986,1596.253.sbml.csv,Vaginal Probiotic
132,-1145.866240901224,2745.833764332015,1596.253.sbml.csv,Vaginal Probiotic
133,-982.4056480956126,1990.826649515149,1596.253.sbml.csv,Vaginal Probiotic
134,-1274.6500404721244,2016.6535087469254,1596.253.sbml.csv,Vaginal Probiotic
135,-1632.6503606765325,1560.2484616913514,1596.253.sbml.csv,Vaginal Probiotic
136,-2004.2156158499217,1810.0290252441703,1596.253.sbml.csv,Vaginal Probiotic
137,277.41875827951446,2025.944906771071,1596.253.sbml.csv,Vaginal Probiotic
138,-806.6680822068363,1984.2477933445996,1596.253.sbml.csv,Vaginal Probiotic
139,-471.06783102246584,2143.319065452677,1596.253.sbml.csv,Vaginal Probiotic
140,-2072.6765290694107,2758.634272563263,1596.253.sbml.csv,Vaginal Probiotic
141,1299.2119628899259,2610.208068611223,1596.253.sbml.csv,Vaginal Probiotic
142,-2722.1201097170833,2832.6464144354795,1596.253.sbml.csv,Vaginal Probiotic
143,56.24509825018961,1947.6341365656774,1596.253.sbml.csv,Vaginal Probiotic
144,341.48167732459626,867.9483869152064,1596.253.sbml.csv,Vaginal Probiotic
145,-2000.524209050912,1297.519185501609,1596.253.sbml.csv,Vaginal Probiotic
146,-2783.2155565431476,1856.3382190960722,1596.253.sbml.csv,Vaginal Probiotic
147,-2704.4362760346135,2466.4981397345437,1596.253.sbml.csv,Vaginal Probiotic
148,-827.4348892728547,1379.2860475160498,1596.253.sbml.csv,Vaginal Probiotic
149,335.68144170748894,2641.667654347658,1596.253.sbml.csv,Vaginal Probiotic
150,-1001.0158475590158,2641.248176115126,1596.253.sbml.csv,Vaginal Probiotic
151,220.06910839776032,1701.5093204670404,1596.253.sbml.csv,Vaginal Probiotic
152,-560.0338102043597,3280.6388808671786,1596.253.sbml.csv,Vaginal Probiotic
153,455.5283872127467,3979.1763953590544,1596.253.sbml.csv,Vaginal Probiotic
154,-426.2316512682827,2747.5471700504304,1596.253.sbml.csv,Vaginal Probiotic
155,-1198.6654136453367,3832.1610834246753,1596.253.sbml.csv,Vaginal Probiotic
156,-75.27057436862178,2473.4203604725944,1596.253.sbml.csv,Vaginal Probiotic
157,370.37544021469466,3570.9893589261155,1596.253.sbml.csv,Vaginal Probiotic
158,-1600.1336514758657,2350.071341018579,1596.253.sbml.csv,Vaginal Probiotic
159,-1307.1557926192372,3146.4792147701532,1596.253.sbml.csv,Vaginal Probiotic
160,-1928.2145743231217,2153.318556527319,1596.253.sbml.csv,Vaginal Probiotic
161,-3291.4276999744097,1954.5481796827746,1596.253.sbml.csv,Vaginal Probiotic
162,-2239.1070813611414,2499.6644747560576,1596.253.sbml.csv,Vaginal Probiotic
163,-1204.3393371458599,2957.761172662927,1596.253.sbml.csv,Vaginal Probiotic
164,-203.01077929870587,1926.1329943985704,1596.253.sbml.csv,Vaginal Probiotic
